# year, so_abs
1999.1424657534246,35.42494
1999.145205479452,35.426044
1999.1479452054793,35.44415
1999.150684931507,35.44215
1999.1534246575343,35.44288
1999.1561643835616,35.459644
1999.158904109589,35.46975
1999.1616438356164,35.467247
1999.164383561644,35.472862
1999.1671232876713,35.492275
1999.1698630136987,35.489494
1999.172602739726,35.482716
1999.1753424657534,35.485912
1999.1780821917807,35.488575
1999.1808219178083,35.4769
1999.1835616438357,35.482418
1999.186301369863,35.505676
1999.1890410958904,35.4544
1999.1917808219177,35.378265
1999.194520547945,35.47784
1999.1972602739727,35.498962
1999.2,35.501774
1999.2027397260274,35.426617
1999.2054794520548,35.469692
1999.2082191780821,35.484978
1999.2109589041097,35.499527
1999.213698630137,35.49685
1999.2164383561644,35.49635
1999.2191780821918,35.504436
1999.2219178082191,35.496334
1999.2246575342465,35.502293
1999.227397260274,35.509926
1999.2301369863014,35.50562
1999.2328767123288,35.486633
1999.2356164383561,35.464546
1999.2383561643835,35.477425
1999.2410958904109,35.513042
1999.2438356164384,35.472034
1999.2465753424658,35.497303
1999.2493150684932,35.50273
1999.2520547945205,35.482414
1999.2547945205479,35.468475
1999.2575342465752,35.485985
1999.2602739726028,35.492813
1999.2630136986302,35.377026
1999.2657534246575,35.45892
1999.268493150685,35.49524
1999.2712328767122,35.504513
1999.2739726027398,35.491127
1999.2767123287672,35.383053
1999.2794520547945,35.347786
1999.282191780822,35.470448
1999.2849315068493,35.49375
1999.2876712328766,35.493576
1999.2904109589042,35.504215
1999.2931506849316,35.509075
1999.295890410959,35.505898
1999.2986301369863,35.511448
1999.3013698630136,35.49696
1999.304109589041,35.491405
1999.3068493150686,35.476337
1999.309589041096,35.437084
1999.3123287671233,35.469994
1999.3150684931506,35.46241
1999.317808219178,35.481228
1999.3205479452056,35.4827
1999.323287671233,35.47393
1999.3260273972603,35.422653
1999.3287671232877,35.424923
1999.331506849315,35.398094
1999.3342465753424,35.22314
1999.33698630137,35.23209
1999.3397260273973,35.358837
1999.3424657534247,35.34527
1999.345205479452,35.352264
1999.3479452054794,35.31128
1999.3506849315067,35.278877
1999.3534246575343,35.3322
1999.3561643835617,35.312805
1999.358904109589,35.303333
1999.3616438356164,35.323135
1999.3643835616438,35.332916
1999.3671232876711,35.324387
